Sheet_Def,Domain,Variable,Label,Type,Codes,Rule for derivation,deriv_info,deriv_info_null,deriv_info_len,Label_len,deriv_info_key_words
ADAS-ADL data per visit,ADADCS,ADADCS_ADCSHOUS,ADCS-ADL Household Subdomain Score,Numeric,,"If none of the variable adcsi06, adcsi07, adcsi10-adcsi14, adcsi23 is missing the SUM( adcsi06, adcsi07, adcsi10-adcsi14, adcsi23). 
Else if at the most 2 of the variables  adcsi06, adcsi07, adcsi10-adcsi14, adcsi23 are missing:
Calculate the maximum achievable score from for the variables that are not missing as _totpos_. The total score is (32 / _totpos_) *   SUM(OF  adcsi06, adcsi07, adcsi10-adcsi14, adcsi23)  then rounded to the nearest integer and capped at 32.
For highest scores to tab ""ADADC add"".","If none of the variable adcsi06, adcsi07, adcsi10-adcsi14, adcsi23 is missing the SUM( adcsi06, adcsi07, adcsi10-adcsi14, adcsi23). 
Else if at the most 2 of the variables  adcsi06, adcsi07, adcsi10-adcsi14, adcsi23 are missing:
Calculate the maximum achievable score from for the variables that are not missing as _totpos_. The total score is (32 / _totpos_) *   SUM(OF  adcsi06, adcsi07, adcsi10-adcsi14, adcsi23)  then rounded to the nearest integer and capped at 32.
For highest scores to tab ""ADADC add"".",False,80,5,missing sum adcsi06 adcsi07 adcsi10. 32 highest scores tab adadc. achievable score variables missing _totpos_. 
ADAS-ADL data per visit,ADADCS,ADADCS_ADCSHOUS_I,ADCS-ADL Household Subdomain Score was imputed,Numeric,,"If adcshous not missing and nmiss (of adcsi06, adcsi07, adcsi10-adcsi14, adcsi23 ) > 0 then 1; else if adcshous not missing then 0;","If adcshous not missing and nmiss (of adcsi06, adcsi07, adcsi10-adcsi14, adcsi23 ) > 0 then 1; else if adcshous not missing then 0;",False,22,7,adcsi10 adcsi14 adcsi23 adcshous missing. adcsi06 adcsi07 adcsi10 adcsi14 adcsi23. nmiss adcsi06 adcsi07 adcsi10 adcsi14. 
ADAS-ADL data per visit,ADADCS,ADADCS_ADCSHOUSB,ADCS-ADL Household Subdomain Score at Baseline,Numeric,,Value of adcshous for visitnum = 1,Value of adcshous for visitnum = 1,False,6,7,Value of adcshous for visitnum = 1
ADAS-ADL data per visit,ADADCS,ADADCS_ADCSHOUSB_I,ADCS-ADL Household Subdomain Score at Baseline was imputed,Numeric,,Value of adcshous_i for visitnum = 1,Value of adcshous_i for visitnum = 1,False,7,9,Value of adcshous_i for visitnum = 1
ADAS-ADL data per visit,ADADCS,ADADCS_ADCSHOUSC,Change from Baseline in ADCS-ADL Household Subdomain Score,Numeric,,If visitnum > 1 then adcshous - adcshousb;,If visitnum > 1 then adcshous - adcshousb;,False,6,9,If visitnum > 1 then adcshous - adcshousb;
ADAS-ADL data per visit,ADADCS,ADADCS_ADCSHOUSC_I,Change from Baseline in ADCS-ADL Household Subdomain Score was imputed,Numeric,,If adcshousc not missing and adcshous_i = 0 and adcshousb_i = 0 then 0; else if adcshousc not missing then 1;,If adcshousc not missing and adcshous_i = 0 and adcshousb_i = 0 then 0; else if adcshousc not missing then 1;,False,21,11,
ADAS-ADL data per visit,ADADCS,ADADCS_ADCSCOMM,ADCS-ADL Communication Subdomain Score,Numeric,,"If none of the variable adcsi08, adcsi09, adcsi17, adcsi19-adcsi22 is missing the SUM( adcsi08, adcsi09, adcsi17, adcsi19-adcsi22). 
Else if at the most 2 of the variables  adcsi08, adcsi09, adcsi17, adcsi19-adcsi22 are missing:
Calculate the maximum achievable score from for the variables that are not missing as _totpos_. The total score is (20 / _totpos_) *   SUM(OF adcsi08, adcsi09, adcsi17, adcsi19-adcsi22)  then rounded to the nearest integer and capped at 20.
For highest scores to tab ""ADADC add"".","If none of the variable adcsi08, adcsi09, adcsi17, adcsi19-adcsi22 is missing the SUM( adcsi08, adcsi09, adcsi17, adcsi19-adcsi22). 
Else if at the most 2 of the variables  adcsi08, adcsi09, adcsi17, adcsi19-adcsi22 are missing:
Calculate the maximum achievable score from for the variables that are not missing as _totpos_. The total score is (20 / _totpos_) *   SUM(OF adcsi08, adcsi09, adcsi17, adcsi19-adcsi22)  then rounded to the nearest integer and capped at 20.
For highest scores to tab ""ADADC add"".",False,80,5,adcsi19 adcsi22 missing sum adcsi08. calculate maximum achievable score variables. _totpos_ total score 20 _totpos_. 
ADAS-ADL data per visit,ADADCS,ADADCS_ADCSCOMM_I,ADCS-ADL Communication Subdomain Score was imputed,Numeric,,"If adcscomm not missing and nmiss (of adcsi08, adcsi09, adcsi17, adcsi19-adcsi22  ) > 0 then 1; else if adcscomm not missing then 0;","If adcscomm not missing and nmiss (of adcsi08, adcsi09, adcsi17, adcsi19-adcsi22  ) > 0 then 1; else if adcscomm not missing then 0;",False,22,7,adcsi17 adcsi19 adcsi22 adcscomm missing. adcsi08 adcsi09 adcsi17 adcsi19 adcsi22. nmiss adcsi08 adcsi09 adcsi17 adcsi19. 
ADAS-ADL data per visit,ADADCS,ADADCS_ADCSCOMMB,ADCS-ADL Communication Subdomain Score at Baseline,Numeric,,Value of adcscomm for visitnum = 1,Value of adcscomm for visitnum = 1,False,6,7,Value of adcscomm for visitnum = 1
ADAS-ADL data per visit,ADADCS,ADADCS_ADCSCOMMB_I,ADCS-ADL Communication Subdomain Score at Baseline was imputed,Numeric,,Value of adcscomm_i for visitnum = 1,Value of adcscomm_i for visitnum = 1,False,7,9,Value of adcscomm_i for visitnum = 1
ADAS-ADL data per visit,ADADCS,ADADCS_ADCSCOMMC,Change from Baseline in ADCS-ADL Communication Subdomain Score,Numeric,,If visitnum > 1 then adcscomm - adcscommb;,If visitnum > 1 then adcscomm - adcscommb;,False,6,9,If visitnum > 1 then adcscomm - adcscommb;
ADAS-ADL data per visit,ADADCS,ADADCS_ADCSCOMMC_I,Change from Baseline in ADCS-ADL Communication Subdomain Score was imputed,Numeric,,If adcscommc not missing and adcscomm_i = 0 and adcscommb_i = 0 then 0; else if adcscommc not missing then 1;,If adcscommc not missing and adcscomm_i = 0 and adcscommb_i = 0 then 0; else if adcscommc not missing then 1;,False,21,11,
ADAS-ADL data per visit,ADADCS,ADADCS_ADCSOUTD,ADCS-ADL Outdoor Subdomain Score,Numeric,,If all not missing: adcsi15 + adcsi16 + adcsi18,If all not missing: adcsi15 + adcsi16 + adcsi18,False,7,5,If all not missing: adcsi15 + adcsi16 + adcsi18
ADAS-ADL data per visit,ADADCS,ADADCS_ADCSOUTDB,ADCS-ADL Outdoor Subdomain Score at Baseline,Numeric,,Value of adcsins for visitnum = 1,Value of adcsins for visitnum = 1,False,6,7,Value of adcsins for visitnum = 1
ADAS-ADL data per visit,ADADCS,ADADCS_ADCSOUTDC,Change from Baseline in ADCS-ADL Outdoor Subdomain Score,Numeric,,If visitnum > 1 then adcsoutd - adcsdoutdb;,If visitnum > 1 then adcsoutd - adcsdoutdb;,False,6,9,If visitnum > 1 then adcsoutd - adcsdoutdb;
ADAS-ADL data per visit,ADADCS,ADADCS_ADCSI01,ADCS-ADL Item 1 Score,Numeric,,,,True,0,5,
ADAS-ADL data per visit,ADADCS,ADADCS_ADCSI02,ADCS-ADL Item 2 Score,Numeric,,,,True,0,5,
ADAS-ADL data per visit,ADADCS,ADADCS_ADCSI03,ADCS-ADL Item 3 Score,Numeric,,,,True,0,5,
ADAS-ADL data per visit,ADADCS,ADADCS_ADCSI04,ADCS-ADL Item 4 Score,Numeric,,,,True,0,5,
ADAS-ADL data per visit,ADADCS,ADADCS_ADCSI05,ADCS-ADL Item 5 Score,Numeric,,,,True,0,5,
ADAS-ADL data per visit,ADADCS,ADADCS_ADCSI06,ADCS-ADL Item 6 Score,Numeric,,First if .U then code to 0; Then if all not missing then take the sum.,First if .U then code to 0; Then if all not missing then take the sum.,False,16,5,First if .U then code to 0; Then if all not missing then take the sum.
ADAS-ADL data per visit,ADADCS,ADADCS_ADCSI07,ADCS-ADL Item 7 Score,Numeric,,If .U then code to 0; Else copy.,If .U then code to 0; Else copy.,False,8,5,If .U then code to 0; Else copy.
ADAS-ADL data per visit,ADADCS,ADADCS_ADCSI08,ADCS-ADL Item 8 Score,Numeric,,"First if .U then code to 0; 
If adcs08a, adcs08b and adcs08c all not missing then take the sum of the three variables.
If result is missing and adcs08 = 0 then 0; ","First if .U then code to 0; 
If adcs08a, adcs08b and adcs08c all not missing then take the sum of the three variables.
If result is missing and adcs08 = 0 then 0; ",False,32,5,missing sum variables result missing. code adcs08a adcs08b adcs08c missing. adcs08a adcs08b adcs08c missing sum. 
ADAS-ADL data per visit,ADADCS,ADADCS_ADCSI09,ADCS-ADL Item 9 Score,Numeric,,If .U then code to 0; Else copy.,If .U then code to 0; Else copy.,False,8,5,If .U then code to 0; Else copy.
ADAS-ADL data per visit,ADADCS,ADADCS_ADCSI10,ADCS-ADL Item 10 Score,Numeric,,If .U then code to 0; Else copy.,If .U then code to 0; Else copy.,False,8,5,If .U then code to 0; Else copy.
ADAS-ADL data per visit,ADADCS,ADADCS_ADCSI11,ADCS-ADL Item 11 Score,Numeric,,If .U then code to 0; Else copy.,If .U then code to 0; Else copy.,False,8,5,If .U then code to 0; Else copy.
ADAS-ADL data per visit,ADADCS,ADADCS_ADCSI12,ADCS-ADL Item 12 Score,Numeric,,If .U then code to 0; Else copy.,If .U then code to 0; Else copy.,False,8,5,If .U then code to 0; Else copy.
ADAS-ADL data per visit,ADADCS,ADADCS_ADCSI13,ADCS-ADL Item 13 Score,Numeric,,If .U then code to 0; Else copy.,If .U then code to 0; Else copy.,False,8,5,If .U then code to 0; Else copy.
ADAS-ADL data per visit,ADADCS,ADADCS_ADCSI14,ADCS-ADL Item 14 Score,Numeric,,If .U then code to 0; Else copy.,If .U then code to 0; Else copy.,False,8,5,If .U then code to 0; Else copy.
ADAS-ADL data per visit,ADADCS,ADADCS_ADCSI15,ADCS-ADL Item 15 Score,Numeric,,If .U then code to 0; Else copy.,If .U then code to 0; Else copy.,False,8,5,If .U then code to 0; Else copy.
ADAS-ADL data per visit,ADADCS,ADADCS_ADCSI16,ADCS-ADL Item 16 Score,Numeric,,First if .U then code to 0; Then if all not missing then take the sum.,First if .U then code to 0; Then if all not missing then take the sum.,False,16,5,First if .U then code to 0; Then if all not missing then take the sum.
ADAS-ADL data per visit,ADADCS,ADADCS_ADCSI17,ADCS-ADL Item 17 Score,Numeric,,If .U then code to 0; Else copy.,If .U then code to 0; Else copy.,False,8,5,If .U then code to 0; Else copy.
ADAS-ADL data per visit,ADADCS,ADADCS_ADCSI18,ADCS-ADL Item 18 Score,Numeric,,"First if .U then code to 0; 
If adcs19 = .N then missing.
Else if adcs18a, adcs18b not missing and adcs18c then take the sum of the three variables. If result is missing and adcs18 = 0 then 0; ","First if .U then code to 0; 
If adcs19 = .N then missing.
Else if adcs18a, adcs18b not missing and adcs18c then take the sum of the three variables. If result is missing and adcs18 = 0 then 0; ",False,37,5,missing adcs18a adcs18b missing adcs18c. code adcs19 missing adcs18a adcs18b. sum variables result missing adcs18. 
ADAS-ADL data per visit,ADADCS,ADADCS_ADCSI19,ADCS-ADL Item 19 Score,Numeric,,"First if .U then code to 0; 
If adcs19a, adcs19b and adcs19c all not missing then take the sum of the three variables.
If result is missing and adcs19 = 0 then 0; ","First if .U then code to 0; 
If adcs19a, adcs19b and adcs19c all not missing then take the sum of the three variables.
If result is missing and adcs19 = 0 then 0; ",False,32,5,missing sum variables result missing. code adcs19a adcs19b adcs19c missing. adcs19a adcs19b adcs19c missing sum. 
ADAS-ADL data per visit,ADADCS,ADADCS_ADCSI20,ADCS-ADL Item 20 Score,Numeric,,First if .U then code to 0; Then if all not missing then take the sum.,First if .U then code to 0; Then if all not missing then take the sum.,False,16,5,First if .U then code to 0; Then if all not missing then take the sum.
ADAS-ADL data per visit,ADADCS,ADADCS_ADCSI21,ADCS-ADL Item 21 Score,Numeric,,If .U then code to 0; Else copy.,If .U then code to 0; Else copy.,False,8,5,If .U then code to 0; Else copy.
ADAS-ADL data per visit,ADADCS,ADADCS_ADCSI22,ADCS-ADL Item 22 Score,Numeric,,If .U then code to 0; Else copy.,If .U then code to 0; Else copy.,False,8,5,If .U then code to 0; Else copy.
ADAS-ADL data per visit,ADADCS,ADADCS_ADCSI23,ADCS-ADL Item 23 Score,Numeric,,If .U then code to 0; Else copy.,If .U then code to 0; Else copy.,False,8,5,If .U then code to 0; Else copy.
ADAS-ADL data per visit,ADADCS,ADADCS_ADCS01,"Regarding eating, which best describes patient usual performance during the past 4 weeks?",Numeric,,,,True,0,13,
ADAS-ADL data per visit,ADADCS,ADADCS_ADCS02,"Regarding walking (or getting around in a wheelchair), in the past 4 weeks, which best describes his/her optimal performance?",Numeric,,,,True,0,20,
ADAS-ADL data per visit,ADADCS,ADADCS_ADCS03,"Regarding bowel and bladder function at the toilet, which best describes his/her usual performance in the past 4 weeks?",Numeric,,,,True,0,20,
ADAS-ADL data per visit,ADADCS,ADADCS_ADCS04,"Regarding bathing, in the past 4 weeks, which best describes his/her usual performance?",Numeric,,,,True,0,14,
ADAS-ADL data per visit,ADADCS,ADADCS_ADCS05,"Regarding grooming, in the past 4 weeks, which best describes his/her optimal performance?",Numeric,,,,True,0,14,
ADAS-ADL data per visit,ADADCS,ADADCS_ADCS06A,"Regarding dressing, in the past 4 weeks, which best describes his/her usual performance when selecting his/her first set of clothes for the day?",Numeric,,00' = .U; Else if not empty then convert to numeric.,00' = .U; Else if not empty then convert to numeric.,False,10,25,00' = .U; Else if not empty then convert to numeric.
ADAS-ADL data per visit,ADADCS,ADADCS_ADCS06B,"Regarding physically getting dressed, which best describes his/her usual performance in the past 4 weeks?",Numeric,,00' = .U; Else if not empty then convert to numeric.,00' = .U; Else if not empty then convert to numeric.,False,10,16,00' = .U; Else if not empty then convert to numeric.
ADAS-ADL data per visit,ADADCS,ADADCS_ADCS07,"Regarding telephone usage in the past 4 weeks, which best describes his/her highest level of performance?",Numeric,,00' = .U; Else if not empty then convert to numeric.,00' = .U; Else if not empty then convert to numeric.,False,10,17,00' = .U; Else if not empty then convert to numeric.
ADAS-ADL data per visit,ADADCS,ADADCS_ADCS08,"During the past 4 weeks, did patient watch television?",Numeric,,1 = 1; 2 = 0; 3 = .U,1 = 1; 2 = 0; 3 = .U,False,6,9,1 = 1; 2 = 0; 3 = .U
ADAS-ADL data per visit,ADADCS,ADADCS_ADCS08A,Did patient usually select or ask for different programs or his/her favorite show?,Numeric,,1' = 1; '2' = 0; '00' = .U,1' = 1; '2' = 0; '00' = .U,False,6,14,1' = 1; '2' = 0; '00' = .U
ADAS-ADL data per visit,ADADCS,ADADCS_ADCS08B,Did patient usually talk about the content of a program while watching it?,Numeric,,1' = 1; '2' = 0; '00' = .U,1' = 1; '2' = 0; '00' = .U,False,6,13,1' = 1; '2' = 0; '00' = .U
ADAS-ADL data per visit,ADADCS,ADADCS_ADCS08C,Did patient usually talk about the content of a program within a day (24 hours) after watching it?,Numeric,,1' = 1; '2' = 0; '00' = .U,1' = 1; '2' = 0; '00' = .U,False,6,18,1' = 1; '2' = 0; '00' = .U
ADAS-ADL data per visit,ADADCS,ADADCS_ADCS09,"During the past 4 weeks, when patient appeared to be paying attention to conversation or small talk for at least 5 minutes, which best describes his/her usual degree of participation?",Numeric,,00' = .U; Else if not empty then convert to numeric.,00' = .U; Else if not empty then convert to numeric.,False,10,31,00' = .U; Else if not empty then convert to numeric.
ADAS-ADL data per visit,ADADCS,ADADCS_ADCS10,"During the past 4 weeks, which best describes how patient usually cleared dishes from the table after a meal or snack?",Numeric,,00' = .U; Else if not empty then convert to numeric.,00' = .U; Else if not empty then convert to numeric.,False,10,21,00' = .U; Else if not empty then convert to numeric.
ADAS-ADL data per visit,ADADCS,ADADCS_ADCS11,"During the past 4 weeks, which best describes how patient usually managed to find his/her personal belongings at home?",Numeric,,00' = .U; Else if not empty then convert to numeric.,00' = .U; Else if not empty then convert to numeric.,False,10,20,00' = .U; Else if not empty then convert to numeric.
ADAS-ADL data per visit,ADADCS,ADADCS_ADCS12,"During the past 4 weeks, which best describes patient's highest level of performance when obtaining a hot or cold beverage for him/herself?",Numeric,,00' = .U; Else if not empty then convert to numeric.,00' = .U; Else if not empty then convert to numeric.,False,10,24,00' = .U; Else if not empty then convert to numeric.
ADAS-ADL data per visit,ADADCS,ADADCS_ADCS13,"During the past 4 weeks, which best describes patient's highest level of performance when making him/herself a meal or snack at home?",Numeric,,00' = .U; Else if not empty then convert to numeric.,00' = .U; Else if not empty then convert to numeric.,False,10,24,00' = .U; Else if not empty then convert to numeric.
ADAS-ADL data per visit,ADADCS,ADADCS_ADCS14,"During the past 4 weeks, which best describes how patient usually disposed of garbage or litter in the appropriate place or container at home?",Numeric,,00' = .U; Else if not empty then convert to numeric.,00' = .U; Else if not empty then convert to numeric.,False,10,24,00' = .U; Else if not empty then convert to numeric.
ADAS-ADL data per visit,ADADCS,ADADCS_ADCS15,"During the past 4 weeks, which best describes patient's optimal performance when getting around (or traveling) outside of his/her home?",Numeric,,00' = .U; Else if not empty then convert to numeric.,00' = .U; Else if not empty then convert to numeric.,False,10,22,00' = .U; Else if not empty then convert to numeric.
ADAS-ADL data per visit,ADADCS,ADADCS_ADCS16A,"On shopping trips during the past 4 weeks, which best describes how patient usually selected items?",Numeric,,00' = .U; Else if not empty then convert to numeric.,00' = .U; Else if not empty then convert to numeric.,False,10,16,00' = .U; Else if not empty then convert to numeric.
ADAS-ADL data per visit,ADADCS,ADADCS_ADCS16B,"On shopping trips during the past 4 weeks, did patient usually pay for items without supervision or physical help?",Numeric,,000' = .U; Else if not empty then convert to numeric.,000' = .U; Else if not empty then convert to numeric.,False,10,19,000' = .U; Else if not empty then convert to numeric.
ADAS-ADL data per visit,ADADCS,ADADCS_ADCS17,"During the past 4 weeks, when keeping appointments or meetings with other people such as relatives, a doctor, the hairdresser, etc., which best describes patient's awareness of the appointment or meeting ahead of time?",Numeric,,00' = .U; Else if not empty then convert to numeric.,00' = .U; Else if not empty then convert to numeric.,False,10,35,00' = .U; Else if not empty then convert to numeric.
ADAS-ADL data per visit,ADADCS,ADADCS_ADCS18,"During the past 4 weeks, was patient ever left on his/her own?",Numeric,,1 = 1; 2 = 0; 3 = .U; 4 = .N,1 = 1; 2 = 0; 3 = .U; 4 = .N,False,8,13,1 = 1; 2 = 0; 3 = .U; 4 = .N
ADAS-ADL data per visit,ADADCS,ADADCS_ADCS18A,"Was patient left away from home, for 15 minutes or longer, during the day?",Numeric,,1' = 1; '2' = 0; '00' = .U,1' = 1; '2' = 0; '00' = .U,False,6,14,1' = 1; '2' = 0; '00' = .U
ADAS-ADL data per visit,ADADCS,ADADCS_ADCS18B,"Was patient left at home, for an hour or longer, during the day?",Numeric,,1' = 1; '2' = 0; '00' = .U,1' = 1; '2' = 0; '00' = .U,False,6,13,1' = 1; '2' = 0; '00' = .U
ADAS-ADL data per visit,ADADCS,ADADCS_ADCS18C,"Was patient left at home, for less than 1 hour, during the day?",Numeric,,1' = 1; '2' = 0; '00' = .U,1' = 1; '2' = 0; '00' = .U,False,6,13,1' = 1; '2' = 0; '00' = .U
ADAS-ADL data per visit,ADADCS,ADADCS_ADCS19,"During the past 4 weeks, did patient talk about current events?",Numeric,,1 = 1; 2 = 0; 3 = .U,1 = 1; 2 = 0; 3 = .U,False,6,11,1 = 1; 2 = 0; 3 = .U
ADAS-ADL data per visit,ADADCS,ADADCS_ADCS19A,Did patient talk about events that he/she heard or read about or saw on TV but did not take part in?,Numeric,,1' = 1; '2' = 0; '00' = .U,1' = 1; '2' = 0; '00' = .U,False,6,22,1' = 1; '2' = 0; '00' = .U
ADAS-ADL data per visit,ADADCS,ADADCS_ADCS19B,"Did patient talk about events that he/she took part in outside home involving family, friends, or neighbors?",Numeric,,1' = 1; '2' = 0; '00' = .U,1' = 1; '2' = 0; '00' = .U,False,6,18,1' = 1; '2' = 0; '00' = .U
